timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1692755899928537500,-2.0,13.0,-2.0,-16.0,1.0,-3.0,-3.0,-1.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899929536300,-1.0,-24.0,-4.0,1.0,4.0,-3.0,-1.0,0.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899938532100,-2.0,-1.0,-1.0,-55.0,-26.0,-21.0,-6.0,-2.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899941535300,2.0,14.0,0.0,61.0,0.0,17.0,7.0,3.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899948528200,4.0,-2.0,8.0,34.0,35.0,5.0,1.0,1.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899953522900,4.0,-2.0,8.0,34.0,35.0,5.0,1.0,1.0,1.382651448,-5.270834923,8.74003315,-0.052093416,0.005995406,-0.009992342,-38.0,-7.0,11.0,20.0,46.0,3.296815634,2.039859772,9.878476143,0.03543951,-0.05249311,0.021849923,230.0,95.0,65.0,74.0,296.0
1692755899954521700,-5.0,-29.0,0.0,16.0,11.0,1.0,0.0,0.0,1.382651448,-5.270834923,8.74003315,-0.052093416,0.005995406,-0.009992342,-38.0,-7.0,11.0,20.0,46.0,3.296815634,2.039859772,9.878476143,0.03543951,-0.05249311,0.021849923,230.0,95.0,65.0,74.0,296.0
1692755899954522900,-5.0,-29.0,0.0,16.0,11.0,1.0,0.0,0.0,1.381454349,-5.267243862,8.736441612,-0.052093416,0.005728943,-0.009859112,-34.0,-15.0,5.0,16.0,46.0,3.295618534,2.037465572,9.88206768,0.034773353,-0.051160797,0.023182238,235.0,94.0,62.0,78.0,295.0
1692755899955522900,-5.0,-29.0,0.0,16.0,11.0,1.0,0.0,0.0,1.381454349,-5.264849663,8.735244751,-0.05249311,0.005728943,-0.009459418,-33.0,-13.0,8.0,22.0,46.0,3.295618534,2.032677174,9.874884605,0.034240428,-0.049428791,0.024248086,233.0,94.0,63.0,78.0,296.0
1692755899956522900,-5.0,-29.0,0.0,16.0,11.0,1.0,0.0,0.0,1.380257249,-5.263652325,8.731653214,-0.053026035,0.005462481,-0.009192956,-39.0,-11.0,9.0,15.0,46.0,3.295618534,2.026691675,9.871294022,0.034506891,-0.047963247,0.025447167,229.0,94.0,62.0,76.0,296.0
1692755899957522900,-5.0,-29.0,0.0,16.0,11.0,1.0,0.0,0.0,1.37786305,-5.262455463,8.72806263,-0.053692192,0.005329249,-0.008926493,-33.0,-9.0,11.0,16.0,46.0,3.295618534,2.023100376,9.866505623,0.035306279,-0.046497703,0.026113322,235.0,94.0,65.0,79.0,297.0
